Name,Type1,Type2,Evolution
ground_fairy_0003,Ground,Fairy,
ground_fairy_0004,Ground,Fairy,
ground_fighting_0001,Ground,Fighting,
ground_fighting_0002,Ground,Fighting,
ground_fighting_0003,Ground,Fighting,
ground_fighting_0004,Ground,Fighting,
ground_fire_0001,Ground,Fire,
ground_fire_0002,Ground,Fire,
ground_fire_0003,Ground,Fire,
ground_fire_0004,Ground,Fire,
ground_flying_0001,Ground,Flying,
ground_flying_0002,Ground,Flying,
ground_flying_0003,Ground,Flying,
ground_flying_0004,Ground,Flying,
ground_ghost_0001,Ground,Ghost,
ground_ghost_0002,Ground,Ghost,
ground_ghost_0003,Ground,Ghost,
ground_ghost_0004,Ground,Ghost,
ground_grass_0001,Ground,Grass,
ground_grass_0002,Ground,Grass,
ground_grass_0003,Ground,Grass,
ground_grass_0004,Ground,Grass,
ground_ice_0001,Ground,Ice,
ground_ice_0002,Ground,Ice,
ground_ice_0003,Ground,Ice,
ground_ice_0004,Ground,Ice,
ground_normal_0001,Ground,Normal,
ground_normal_0002,Ground,Normal,
ground_normal_0003,Ground,Normal,
ground_normal_0004,Ground,Normal,
ground_poison_0001,Ground,Poison,
ground_poison_0002,Ground,Poison,
ground_poison_0003,Ground,Poison,
ground_poison_0004,Ground,Poison,
ground_psychic_0001,Ground,Psychic,
ground_psychic_0002,Ground,Psychic,
ground_psychic_0003,Ground,Psychic,
ground_psychic_0004,Ground,Psychic,
ground_rock_0001,Ground,Rock,
ground_rock_0002,Ground,Rock,
ground_rock_0003,Ground,Rock,
ground_rock_0004,Ground,Rock,
ground_steel_0001,Ground,Steel,
ground_steel_0002,Ground,Steel,
ground_steel_0003,Ground,Steel,
ground_steel_0004,Ground,Steel,
ground_water_0001,Ground,Water,
ground_water_0002,Ground,Water,
ground_water_0003,Ground,Water,
ground_water_0004,Ground,Water,
ice_0001,Ice,,
ice_0002,Ice,,
ice_0003,Ice,,
ice_0004,Ice,,
ice_bug_0001,Ice,Bug,
ice_bug_0002,Ice,Bug,
ice_bug_0003,Ice,Bug,
ice_bug_0004,Ice,Bug,
ice_dark_0001,Ice,Dark,
ice_dark_0002,Ice,Dark,
ice_dark_0003,Ice,Dark,
ice_dark_0004,Ice,Dark,
ice_dragon_0001,Ice,Dragon,
ice_dragon_0002,Ice,Dragon,
ice_dragon_0003,Ice,Dragon,
ice_dragon_0004,Ice,Dragon,
ice_electric_0001,Ice,Electric,
ice_electric_0002,Ice,Electric,
ice_electric_0003,Ice,Electric,
ice_electric_0004,Ice,Electric,
ice_fairy_0001,Ice,Fairy,
ice_fairy_0002,Ice,Fairy,
ice_fairy_0003,Ice,Fairy,
ice_fairy_0004,Ice,Fairy,
ice_fighting_0001,Ice,Fighting,
ice_fighting_0002,Ice,Fighting,
ice_fighting_0003,Ice,Fighting,
ice_fighting_0004,Ice,Fighting,
ice_fire_0001,Ice,Fire,
ice_fire_0002,Ice,Fire,
ice_fire_0003,Ice,Fire,
ice_fire_0004,Ice,Fire,
ice_flying_0001,Ice,Flying,
ice_flying_0002,Ice,Flying,
ice_flying_0003,Ice,Flying,
ice_flying_0004,Ice,Flying,
ice_ghost_0001,Ice,Ghost,
ice_ghost_0002,Ice,Ghost,
ice_ghost_0003,Ice,Ghost,
ice_ghost_0004,Ice,Ghost,
ice_grass_0001,Ice,Grass,
ice_grass_0002,Ice,Grass,
ice_grass_0003,Ice,Grass,
ice_grass_0004,Ice,Grass,
ice_ground_0001,Ice,Ground,
ice_ground_0002,Ice,Ground,
ice_ground_0003,Ice,Ground,
ice_ground_0004,Ice,Ground,
ice_normal_0001,Ice,Normal,
ice_normal_0002,Ice,Normal,
ice_normal_0003,Ice,Normal,
ice_normal_0004,Ice,Normal,
ice_poison_0001,Ice,Poison,
ice_poison_0002,Ice,Poison,
ice_poison_0003,Ice,Poison,
ice_poison_0004,Ice,Poison,
ice_psychic_0001,Ice,Psychic,
ice_psychic_0002,Ice,Psychic,
ice_psychic_0003,Ice,Psychic,
ice_psychic_0004,Ice,Psychic,
ice_rock_0001,Ice,Rock,
ice_rock_0002,Ice,Rock,
ice_rock_0003,Ice,Rock,
ice_rock_0004,Ice,Rock,
ice_steel_0001,Ice,Steel,
ice_steel_0002,Ice,Steel,
ice_steel_0003,Ice,Steel,
ice_steel_0004,Ice,Steel,
ice_water_0001,Ice,Water,
ice_water_0002,Ice,Water,
ice_water_0003,Ice,Water,
ice_water_0004,Ice,Water,
normal_0001,Normal,,
normal_0002,Normal,,
normal_0003,Normal,,
normal_0004,Normal,,
normal_bug_0001,Normal,Bug,
normal_bug_0002,Normal,Bug,
normal_bug_0003,Normal,Bug,
normal_bug_0004,Normal,Bug,
normal_dark_0001,Normal,Dark,
normal_dark_0002,Normal,Dark,
normal_dark_0003,Normal,Dark,
normal_dark_0004,Normal,Dark,
normal_dragon_0001,Normal,Dragon,
normal_dragon_0002,Normal,Dragon,
normal_dragon_0003,Normal,Dragon,
normal_dragon_0004,Normal,Dragon,
normal_electric_0001,Normal,Electric,
normal_electric_0002,Normal,Electric,
normal_electric_0003,Normal,Electric,
normal_electric_0004,Normal,Electric,
normal_fairy_0001,Normal,Fairy,
normal_fairy_0002,Normal,Fairy,
normal_fairy_0003,Normal,Fairy,
normal_fairy_0004,Normal,Fairy,
normal_fighting_0001,Normal,Fighting,
normal_fighting_0002,Normal,Fighting,
normal_fighting_0003,Normal,Fighting,
normal_fighting_0004,Normal,Fighting,
normal_fire_0001,Normal,Fire,
normal_fire_0002,Normal,Fire,
normal_fire_0003,Normal,Fire,
normal_fire_0004,Normal,Fire,
normal_flying_0001,Normal,Flying,
normal_flying_0002,Normal,Flying,
normal_flying_0003,Normal,Flying,
normal_flying_0004,Normal,Flying,
normal_ghost_0001,Normal,Ghost,
normal_ghost_0002,Normal,Ghost,
normal_ghost_0003,Normal,Ghost,
normal_ghost_0004,Normal,Ghost,
normal_grass_0001,Normal,Grass,
normal_grass_0002,Normal,Grass,
normal_grass_0003,Normal,Grass,
normal_grass_0004,Normal,Grass,
normal_ground_0001,Normal,Ground,
normal_ground_0002,Normal,Ground,
normal_ground_0003,Normal,Ground,
normal_ground_0004,Normal,Ground,
normal_ice_0001,Normal,Ice,
normal_ice_0002,Normal,Ice,
normal_ice_0003,Normal,Ice,
normal_ice_0004,Normal,Ice,
normal_poison_0001,Normal,Poison,
normal_poison_0002,Normal,Poison,
normal_poison_0003,Normal,Poison,
normal_poison_0004,Normal,Poison,
normal_psychic_0001,Normal,Psychic,
normal_psychic_0002,Normal,Psychic,
normal_psychic_0003,Normal,Psychic,
normal_psychic_0004,Normal,Psychic,
normal_rock_0001,Normal,Rock,
normal_rock_0002,Normal,Rock,
normal_rock_0003,Normal,Rock,
normal_rock_0004,Normal,Rock,
normal_steel_0001,Normal,Steel,
normal_steel_0002,Normal,Steel,
normal_steel_0003,Normal,Steel,
normal_steel_0004,Normal,Steel,
normal_water_0001,Normal,Water,
normal_water_0002,Normal,Water,
normal_water_0003,Normal,Water,
normal_water_0004,Normal,Water,
poison_0001,Poison,,
poison_0002,Poison,,
poison_0003,Poison,,
poison_0004,Poison,,
poison_bug_0001,Poison,Bug,
poison_bug_0002,Poison,Bug,
poison_bug_0003,Poison,Bug,
poison_bug_0004,Poison,Bug,
poison_dark_0001,Poison,Dark,
poison_dark_0002,Poison,Dark,
poison_dark_0003,Poison,Dark,
poison_dark_0004,Poison,Dark,
poison_dragon_0001,Poison,Dragon,
poison_dragon_0002,Poison,Dragon,
poison_dragon_0003,Poison,Dragon,
poison_dragon_0004,Poison,Dragon,
poison_electric_0001,Poison,Electric,
poison_electric_0002,Poison,Electric,
poison_electric_0003,Poison,Electric,
poison_electric_0004,Poison,Electric,
poison_fairy_0001,Poison,Fairy,
poison_fairy_0002,Poison,Fairy,
poison_fairy_0003,Poison,Fairy,
poison_fairy_0004,Poison,Fairy,
poison_fighting_0001,Poison,Fighting,
poison_fighting_0002,Poison,Fighting,
poison_fighting_0003,Poison,Fighting,
poison_fighting_0004,Poison,Fighting,
poison_fire_0001,Poison,Fire,
poison_fire_0002,Poison,Fire,
poison_fire_0003,Poison,Fire,
poison_fire_0004,Poison,Fire,
poison_flying_0001,Poison,Flying,
poison_flying_0002,Poison,Flying,
poison_flying_0003,Poison,Flying,
poison_flying_0004,Poison,Flying,
poison_ghost_0001,Poison,Ghost,
poison_ghost_0002,Poison,Ghost,
poison_ghost_0003,Poison,Ghost,
poison_ghost_0004,Poison,Ghost,
poison_grass_0001,Poison,Grass,
poison_grass_0002,Poison,Grass,
poison_grass_0003,Poison,Grass,
poison_grass_0004,Poison,Grass,
poison_ground_0001,Poison,Ground,
poison_ground_0002,Poison,Ground,
poison_ground_0003,Poison,Ground,
poison_ground_0004,Poison,Ground,
poison_ice_0001,Poison,Ice,
poison_ice_0002,Poison,Ice,
poison_ice_0003,Poison,Ice,
poison_ice_0004,Poison,Ice,
poison_normal_0001,Poison,Normal,
poison_normal_0002,Poison,Normal,
poison_normal_0003,Poison,Normal,
poison_normal_0004,Poison,Normal,
poison_psychic_0001,Poison,Psychic,
poison_psychic_0002,Poison,Psychic,
poison_psychic_0003,Poison,Psychic,
poison_psychic_0004,Poison,Psychic,
poison_rock_0001,Poison,Rock,
poison_rock_0002,Poison,Rock,
poison_rock_0003,Poison,Rock,
poison_rock_0004,Poison,Rock,
poison_steel_0001,Poison,Steel,
poison_steel_0002,Poison,Steel,
poison_steel_0003,Poison,Steel,
poison_steel_0004,Poison,Steel,
poison_water_0001,Poison,Water,
poison_water_0002,Poison,Water,
poison_water_0003,Poison,Water,
poison_water_0004,Poison,Water,
psychic_0001,Psychic,,
psychic_0002,Psychic,,
psychic_0003,Psychic,,
psychic_0004,Psychic,,
psychic_bug_0001,Psychic,Bug,
psychic_bug_0002,Psychic,Bug,
psychic_bug_0003,Psychic,Bug,
psychic_bug_0004,Psychic,Bug,
psychic_dark_0001,Psychic,Dark,
psychic_dark_0002,Psychic,Dark,
psychic_dark_0003,Psychic,Dark,
psychic_dark_0004,Psychic,Dark,
psychic_dragon_0001,Psychic,Dragon,
psychic_dragon_0002,Psychic,Dragon,
psychic_dragon_0003,Psychic,Dragon,
psychic_dragon_0004,Psychic,Dragon,
psychic_electric_0001,Psychic,Electric,
psychic_electric_0002,Psychic,Electric,
psychic_electric_0003,Psychic,Electric,
psychic_electric_0004,Psychic,Electric,
psychic_fairy_0001,Psychic,Fairy,
psychic_fairy_0002,Psychic,Fairy,
psychic_fairy_0003,Psychic,Fairy,
psychic_fairy_0004,Psychic,Fairy,
psychic_fighting_0001,Psychic,Fighting,
psychic_fighting_0002,Psychic,Fighting,
psychic_fighting_0003,Psychic,Fighting,
psychic_fighting_0004,Psychic,Fighting,
psychic_fire_0001,Psychic,Fire,
psychic_fire_0002,Psychic,Fire,
psychic_fire_0003,Psychic,Fire,
psychic_fire_0004,Psychic,Fire,
psychic_flying_0001,Psychic,Flying,
psychic_flying_0002,Psychic,Flying,
psychic_flying_0003,Psychic,Flying,
psychic_flying_0004,Psychic,Flying,
psychic_ghost_0001,Psychic,Ghost,
psychic_ghost_0002,Psychic,Ghost,
psychic_ghost_0003,Psychic,Ghost,
psychic_ghost_0004,Psychic,Ghost,
psychic_grass_0001,Psychic,Grass,
psychic_grass_0002,Psychic,Grass,
psychic_grass_0003,Psychic,Grass,
psychic_grass_0004,Psychic,Grass,
psychic_ground_0001,Psychic,Ground,
psychic_ground_0002,Psychic,Ground,
psychic_ground_0003,Psychic,Ground,
psychic_ground_0004,Psychic,Ground,
psychic_ice_0001,Psychic,Ice,
psychic_ice_0002,Psychic,Ice,
psychic_ice_0003,Psychic,Ice,
psychic_ice_0004,Psychic,Ice,
psychic_normal_0001,Psychic,Normal,
psychic_normal_0002,Psychic,Normal,
psychic_normal_0003,Psychic,Normal,
psychic_normal_0004,Psychic,Normal,
psychic_poison_0001,Psychic,Poison,
psychic_poison_0002,Psychic,Poison,
psychic_poison_0003,Psychic,Poison,
psychic_poison_0004,Psychic,Poison,
psychic_rock_0001,Psychic,Rock,
psychic_rock_0002,Psychic,Rock,
psychic_rock_0003,Psychic,Rock,
psychic_rock_0004,Psychic,Rock,
psychic_steel_0001,Psychic,Steel,
psychic_steel_0002,Psychic,Steel,
psychic_steel_0003,Psychic,Steel,
psychic_steel_0004,Psychic,Steel,
psychic_water_0001,Psychic,Water,
psychic_water_0002,Psychic,Water,
psychic_water_0003,Psychic,Water,
psychic_water_0004,Psychic,Water,
rock_0001,Rock,,
rock_0002,Rock,,
rock_0003,Rock,,
rock_0004,Rock,,
rock_bug_0001,Rock,Bug,
rock_bug_0002,Rock,Bug,
rock_bug_0003,Rock,Bug,
rock_bug_0004,Rock,Bug,
rock_dark_0001,Rock,Dark,
rock_dark_0002,Rock,Dark,
rock_dark_0003,Rock,Dark,
rock_dark_0004,Rock,Dark,
rock_dragon_0001,Rock,Dragon,
rock_dragon_0002,Rock,Dragon,
rock_dragon_0003,Rock,Dragon,
rock_dragon_0004,Rock,Dragon,
rock_electric_0001,Rock,Electric,
rock_electric_0002,Rock,Electric,
rock_electric_0003,Rock,Electric,
rock_electric_0004,Rock,Electric,
rock_fairy_0001,Rock,Fairy,
rock_fairy_0002,Rock,Fairy,
rock_fairy_0003,Rock,Fairy,
rock_fairy_0004,Rock,Fairy,
rock_fighting_0001,Rock,Fighting,
rock_fighting_0002,Rock,Fighting,
rock_fighting_0003,Rock,Fighting,
rock_fighting_0004,Rock,Fighting,
rock_fire_0001,Rock,Fire,
rock_fire_0002,Rock,Fire,
rock_fire_0003,Rock,Fire,
rock_fire_0004,Rock,Fire,
rock_flying_0001,Rock,Flying,
rock_flying_0002,Rock,Flying,
rock_flying_0003,Rock,Flying,
rock_flying_0004,Rock,Flying,
rock_ghost_0001,Rock,Ghost,
rock_ghost_0002,Rock,Ghost,
rock_ghost_0003,Rock,Ghost,
rock_ghost_0004,Rock,Ghost,
rock_grass_0001,Rock,Grass,
rock_grass_0002,Rock,Grass,
rock_grass_0003,Rock,Grass,
rock_grass_0004,Rock,Grass,
rock_ground_0001,Rock,Ground,
rock_ground_0002,Rock,Ground,
rock_ground_0003,Rock,Ground,
rock_ground_0004,Rock,Ground,
rock_ice_0001,Rock,Ice,
rock_ice_0002,Rock,Ice,
rock_ice_0003,Rock,Ice,
rock_ice_0004,Rock,Ice,
rock_normal_0001,Rock,Normal,
rock_normal_0002,Rock,Normal,
rock_normal_0003,Rock,Normal,
rock_normal_0004,Rock,Normal,
rock_poison_0001,Rock,Poison,
rock_poison_0002,Rock,Poison,
rock_poison_0003,Rock,Poison,
rock_poison_0004,Rock,Poison,
rock_psychic_0001,Rock,Psychic,
rock_psychic_0002,Rock,Psychic,
rock_psychic_0003,Rock,Psychic,
rock_psychic_0004,Rock,Psychic,
rock_steel_0001,Rock,Steel,
rock_steel_0002,Rock,Steel,
rock_steel_0003,Rock,Steel,
rock_steel_0004,Rock,Steel,
rock_water_0001,Rock,Water,
rock_water_0002,Rock,Water,
rock_water_0003,Rock,Water,
rock_water_0004,Rock,Water,
steel_0001,Steel,,
steel_0002,Steel,,
steel_0003,Steel,,
steel_0004,Steel,,
steel_bug_0001,Steel,Bug,
steel_bug_0002,Steel,Bug,
steel_bug_0003,Steel,Bug,
steel_bug_0004,Steel,Bug,
steel_dark_0001,Steel,Dark,
steel_dark_0002,Steel,Dark,
steel_dark_0003,Steel,Dark,
steel_dark_0004,Steel,Dark,
steel_dragon_0001,Steel,Dragon,
steel_dragon_0002,Steel,Dragon,
steel_dragon_0003,Steel,Dragon,
steel_dragon_0004,Steel,Dragon,
steel_electric_0001,Steel,Electric,
steel_electric_0002,Steel,Electric,
steel_electric_0003,Steel,Electric,
steel_electric_0004,Steel,Electric,
steel_fairy_0001,Steel,Fairy,
steel_fairy_0002,Steel,Fairy,
steel_fairy_0003,Steel,Fairy,
steel_fairy_0004,Steel,Fairy,
steel_fighting_0001,Steel,Fighting,
steel_fighting_0002,Steel,Fighting,
steel_fighting_0003,Steel,Fighting,
steel_fighting_0004,Steel,Fighting,
steel_fire_0001,Steel,Fire,
steel_fire_0002,Steel,Fire,
steel_fire_0003,Steel,Fire,
steel_fire_0004,Steel,Fire,
steel_flying_0001,Steel,Flying,
steel_flying_0002,Steel,Flying,
steel_flying_0003,Steel,Flying,
steel_flying_0004,Steel,Flying,
steel_ghost_0001,Steel,Ghost,
steel_ghost_0002,Steel,Ghost,
steel_ghost_0003,Steel,Ghost,
steel_ghost_0004,Steel,Ghost,
steel_grass_0001,Steel,Grass,
steel_grass_0002,Steel,Grass,
steel_grass_0003,Steel,Grass,
steel_grass_0004,Steel,Grass,
steel_ground_0001,Steel,Ground,
steel_ground_0002,Steel,Ground,
steel_ground_0003,Steel,Ground,
steel_ground_0004,Steel,Ground,
steel_ice_0001,Steel,Ice,
steel_ice_0002,Steel,Ice,
steel_ice_0003,Steel,Ice,
steel_ice_0004,Steel,Ice,
steel_normal_0001,Steel,Normal,
steel_normal_0002,Steel,Normal,
steel_normal_0003,Steel,Normal,
steel_normal_0004,Steel,Normal,
steel_poison_0001,Steel,Poison,
steel_poison_0002,Steel,Poison,
steel_poison_0003,Steel,Poison,
steel_poison_0004,Steel,Poison,
steel_psychic_0001,Steel,Psychic,
steel_psychic_0002,Steel,Psychic,
steel_psychic_0003,Steel,Psychic,
steel_psychic_0004,Steel,Psychic,
steel_rock_0001,Steel,Rock,
steel_rock_0002,Steel,Rock,
steel_rock_0003,Steel,Rock,
steel_rock_0004,Steel,Rock,
steel_water_0001,Steel,Water,
steel_water_0002,Steel,Water,
steel_water_0003,Steel,Water,
steel_water_0004,Steel,Water,
water_0001,Water,,
water_0002,Water,,
water_0003,Water,,
water_0004,Water,,
water_bug_0001,Water,Bug,
water_bug_0002,Water,Bug,
water_bug_0003,Water,Bug,
water_bug_0004,Water,Bug,
water_dark_0001,Water,Dark,
water_dark_0002,Water,Dark,
water_dark_0003,Water,Dark,
water_dark_0004,Water,Dark,
water_dragon_0001,Water,Dragon,
water_dragon_0002,Water,Dragon,
water_dragon_0003,Water,Dragon,
water_dragon_0004,Water,Dragon,
water_electric_0001,Water,Electric,
water_electric_0002,Water,Electric,
water_electric_0003,Water,Electric,
water_electric_0004,Water,Electric,
water_fairy_0001,Water,Fairy,
water_fairy_0002,Water,Fairy,
water_fairy_0003,Water,Fairy,
water_fairy_0004,Water,Fairy,
water_fighting_0001,Water,Fighting,
water_fighting_0002,Water,Fighting,
water_fighting_0003,Water,Fighting,
water_fighting_0004,Water,Fighting,
water_fire_0001,Water,Fire,
water_fire_0002,Water,Fire,
water_fire_0003,Water,Fire,
water_fire_0004,Water,Fire,
water_flying_0001,Water,Flying,
water_flying_0002,Water,Flying,
water_flying_0003,Water,Flying,
water_flying_0004,Water,Flying,
water_ghost_0001,Water,Ghost,
water_ghost_0002,Water,Ghost,
water_ghost_0003,Water,Ghost,
water_ghost_0004,Water,Ghost,
water_grass_0001,Water,Grass,
water_grass_0002,Water,Grass,
water_grass_0003,Water,Grass,
water_grass_0004,Water,Grass,
water_ground_0001,Water,Ground,
water_ground_0002,Water,Ground,
water_ground_0003,Water,Ground,
water_ground_0004,Water,Ground,
water_ice_0001,Water,Ice,
water_ice_0002,Water,Ice,
water_ice_0003,Water,Ice,
water_ice_0004,Water,Ice,
water_normal_0001,Water,Normal,
water_normal_0002,Water,Normal,
water_normal_0003,Water,Normal,
water_normal_0004,Water,Normal,
water_poison_0001,Water,Poison,
water_poison_0002,Water,Poison,
water_poison_0003,Water,Poison,
water_poison_0004,Water,Poison,
water_psychic_0001,Water,Psychic,
water_psychic_0002,Water,Psychic,
water_psychic_0003,Water,Psychic,
water_psychic_0004,Water,Psychic,
water_rock_0001,Water,Rock,
water_rock_0002,Water,Rock,
water_rock_0003,Water,Rock,
water_rock_0004,Water,Rock,
water_steel_0001,Water,Steel,
water_steel_0002,Water,Steel,
water_steel_0003,Water,Steel,
water_steel_0004,Water,Steel,
